registered,registration_target,decision,reason,title,primary_artist,album,album_artist,genre,duration_sec,file_path_linux,file_path_windows,file_ext,file_size_bytes
0,1,include,tagged vocal/music candidate,ノーブルたれ,松本慎一郎,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,192,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/04 ノーブルたれ.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\04 ノーブルたれ.m4a,.m4a,3050005
0,1,include,tagged vocal/music candidate,ノーブルたれ -EB mix Version-,松本慎一郎,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,162,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/05 ノーブルたれ -EB mix Version-.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\05 ノーブルたれ -EB mix Version-.m4a,.m4a,2556812
0,1,include,tagged vocal/music candidate,Pastel Color,松本慎一郎,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,160,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/06 Pastel Color.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\06 Pastel Color.m4a,.m4a,2581421
0,1,include,tagged vocal/music candidate,final duel,Arte Refact,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,157,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/07 final duel.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\07 final duel.m4a,.m4a,2538627
0,1,include,tagged vocal/music candidate,final duel -Le dernier fléche-,Arte Refact,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,177,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/08 final duel -Le dernier fléche-.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\08 final duel -Le dernier fléche-.m4a,.m4a,2877686
0,1,include,tagged vocal/music candidate,夢のまにまに,松本慎一郎,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,188,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/09 夢のまにまに.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\09 夢のまにまに.m4a,.m4a,2958054
0,1,include,tagged vocal/music candidate,舞踏絢爛,樋口秀樹,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,90,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/10 舞踏絢爛.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\10 舞踏絢爛.m4a,.m4a,1401276
0,1,include,tagged vocal/music candidate,舞踏絢爛 -Reminisce Version-,樋口秀樹,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,236,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/11 舞踏絢爛 -Reminisce Version-.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\11 舞踏絢爛 -Reminisce Version-.m4a,.m4a,3817767
0,1,include,tagged vocal/music candidate,sylvia's theme,水月陵,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,211,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/12 sylvia's theme.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\12 sylvia's theme.m4a,.m4a,3346728
0,1,include,tagged vocal/music candidate,sylvia's theme -Orchessta arrange Ver.-,水月陵,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,312,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/13 sylvia's theme -Orchessta arrange.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\13 sylvia's theme -Orchessta arrange.m4a,.m4a,5031270
0,1,include,tagged vocal/music candidate,Golden Route -Latin House Version- (インスト),Duca,金色ラブリッチェ GOLD BEST [Disc3],,Soundtrack,259,/mnt/d/yu28s/Music/music_centor/Compilations/金色ラブリッチェ GOLD BEST [Disc3]/14 Golden Route -Latin House Version.m4a,D:\yu28s\Music\music_centor\Compilations\金色ラブリッチェ GOLD BEST [Disc3]\14 Golden Route -Latin House Version.m4a,.m4a,4215913
0,1,include,tagged vocal/music candidate,さくら、もゆ。 -title arrange-,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,175,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-01 さくら、もゆ。 -title arrange-.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-01 さくら、もゆ。 -title arrange-.m4a,.m4a,7219713
0,1,include,tagged vocal/music candidate,さくら、Reincarnation - opening version -,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,134,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-02 さくら、Reincarnation - opening ver.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-02 さくら、Reincarnation - opening ver.m4a,.m4a,5867046
0,1,include,tagged vocal/music candidate,桜並木の満開の下に,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,95,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-03 桜並木の満開の下に.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-03 桜並木の満開の下に.m4a,.m4a,4001540
0,1,include,tagged vocal/music candidate,咲き誇る日々,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,174,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-04 咲き誇る日々.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-04 咲き誇る日々.m4a,.m4a,8147497
0,1,include,tagged vocal/music candidate,Friendship,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,223,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-05 Friendship.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-05 Friendship.m4a,.m4a,10152750
0,1,include,tagged vocal/music candidate,時計台の下で,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,264,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-06 時計台の下で.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-06 時計台の下で.m4a,.m4a,12187885
0,1,include,tagged vocal/music candidate,あかねいろの情景,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,164,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-07 あかねいろの情景.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-07 あかねいろの情景.m4a,.m4a,6656473
0,1,include,tagged vocal/music candidate,桜月夜,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,181,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-08 桜月夜.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-08 桜月夜.m4a,.m4a,7491241
0,1,include,tagged vocal/music candidate,麗らかな生活,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,204,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-09 麗らかな生活.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-09 麗らかな生活.m4a,.m4a,9403966
0,1,include,tagged vocal/music candidate,さくらいろのせかい,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,203,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-10 さくらいろのせかい.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-10 さくらいろのせかい.m4a,.m4a,9027185
0,1,include,tagged vocal/music candidate,プリティーリズム,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,139,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-11 プリティーリズム.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-11 プリティーリズム.m4a,.m4a,6339832
0,1,include,tagged vocal/music candidate,なちゅらるガール,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,165,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-12 なちゅらるガール.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-12 なちゅらるガール.m4a,.m4a,7244721
0,1,include,tagged vocal/music candidate,DING! DONG!,Favorite,さくら、もゆ。 Music Collection -Disc.2,,Rap,141,/mnt/d/yu28s/Music/music_centor/Favorite/さくら、もゆ。 Music Collection -Disc.2/2-13 DING! DONG!.m4a,D:\yu28s\Music\music_centor\Favorite\さくら、もゆ。 Music Collection -Disc.2\2-13 DING! DONG!.m4a,.m4a,6587345
